0,1,2,3,4,5,6,7,8,9,10
0.4226102828979492,0.5607578158378601,0.5203957557678223,0.42581290006637573,0.445749968290329,0.5214651823043823,0.7278618216514587,0.6318901181221008,0.675983190536499,0.5241804718971252,0.6722345948219299
0.38531142473220825,0.4969145953655243,0.6767463684082031,0.4320754408836365,0.5045934915542603,0.5975291728973389,0.668790876865387,0.3704189360141754,0.6929676532745361,0.3607344329357147,0.7663493156433105
0.40044665336608887,0.5502889752388,0.45209020376205444,0.36036211252212524,0.6042861938476562,0.5474226474761963,0.6873264908790588,0.5865517854690552,0.5008813738822937,0.6198405623435974,0.5652892589569092
0.6319118142127991,0.5009204149246216,0.653220534324646,0.4530082941055298,0.5366596579551697,0.5816231966018677,0.7306791543960571,0.40875813364982605,0.5354784727096558,0.5381250381469727,0.7332611083984375
0.38376131653785706,0.520475447177887,0.7992473840713501,0.7006728053092957,0.4323350787162781,0.6512438058853149,0.5878931283950806,0.45065444707870483,0.48198190331459045,0.5819339752197266,0.47123703360557556
0.4261358976364136,0.5961230397224426,0.6951655745506287,0.39699587225914,0.28776121139526367,0.41774797439575195,0.5262618064880371,0.6896616220474243,0.43323633074760437,0.46010616421699524,0.6669828295707703
0.4737892746925354,0.551202654838562,0.45025891065597534,0.5860386490821838,0.787259578704834,0.6044849157333374,0.5241760611534119,0.3531918227672577,0.6144125461578369,0.5550676584243774,0.6091030836105347
0.3595776855945587,0.3162368834018707,0.6830540895462036,0.4582649767398834,0.6507081389427185,0.5843656659126282,0.6328643560409546,0.3053281307220459,0.5568628311157227,0.489694744348526,0.7593513131141663
0.35365793108940125,0.5415091514587402,0.6859052777290344,0.5600675344467163,0.4754961431026459,0.36405953764915466,0.6323702335357666,0.6002379655838013,0.5923014879226685,0.5394095778465271,0.6319011449813843
0.372452974319458,0.4368422329425812,0.5249213576316833,0.4246949255466461,0.7059293389320374,0.3357487916946411,0.5414175391197205,0.5570226907730103,0.5235615372657776,0.8820949196815491,0.40578493475914
0.3855617940425873,0.5871431827545166,0.4988909661769867,0.39267289638519287,0.42149946093559265,0.2688174843788147,0.7095235586166382,0.5984301567077637,0.6290588974952698,0.80605548620224,0.6528499722480774
0.49257156252861023,0.4714214503765106,0.4810255169868469,0.537479817867279,0.34528210759162903,0.2890728712081909,0.5004631876945496,0.5114248394966125,0.48818087577819824,0.6901822686195374,0.47049447894096375
0.3527250289916992,0.6152257323265076,0.7374227046966553,0.6749619245529175,0.7871377468109131,0.48026368021965027,0.561251699924469,0.4993758797645569,0.40768590569496155,0.438152015209198,0.5812560319900513
0.4345870018005371,0.4388900697231293,0.7040143609046936,0.43588507175445557,0.598138153553009,0.31151172518730164,0.40843620896339417,0.43727415800094604,0.5598203539848328,0.7021268010139465,0.537142276763916
0.4879516363143921,0.4818795919418335,0.46972140669822693,0.4157349467277527,0.48191335797309875,0.4769333004951477,0.6085116267204285,0.5215315818786621,0.5764209628105164,0.5931148529052734,0.7135770916938782
0.40073391795158386,0.3604110777378082,0.7593486309051514,0.37225621938705444,0.7227250337600708,0.3601611256599426,0.6758690476417542,0.6794958710670471,0.6732904314994812,0.7101851105690002,0.6693922281265259
0.2931283116340637,0.5993310809135437,0.579234778881073,0.3066588342189789,0.6130008697509766,0.5940572619438171,0.6520025730133057,0.6543188095092773,0.563247799873352,0.6584439873695374,0.655178964138031
0.35454273223876953,0.6992538571357727,0.3159330189228058,0.4283123016357422,0.5495098233222961,0.38928234577178955,0.7152537703514099,0.44190534949302673,0.5190889835357666,0.5543763637542725,0.7190456390380859
0.4176537096500397,0.6089158058166504,0.6672207117080688,0.45347076654434204,0.5784503817558289,0.4375191032886505,0.6576208472251892,0.6431770324707031,0.5340637564659119,0.648552417755127,0.7420637011528015
0.3154507875442505,0.640501856803894,0.5869673490524292,0.5288500189781189,0.6141263842582703,0.5196298360824585,0.4507012367248535,0.5323854088783264,0.6099587678909302,0.47553518414497375,0.38502857089042664
0.48050299286842346,0.5135370492935181,0.40190139412879944,0.35662829875946045,0.46089601516723633,0.3257323205471039,0.6773227453231812,0.4820761978626251,0.7581765651702881,0.6037136912345886,0.6772575974464417
0.30244767665863037,0.2979700565338135,0.5307398438453674,0.4033619165420532,0.5940858125686646,0.4054650366306305,0.6313841938972473,0.5035743117332458,0.5217201709747314,0.6711969971656799,0.6806972026824951
0.4783701002597809,0.5093068480491638,0.6458278894424438,0.5875021815299988,0.5867294073104858,0.5113804936408997,0.7306177616119385,0.467905193567276,0.6843774318695068,0.5410616397857666,0.5451831817626953
0.19710034132003784,0.4795564115047455,0.5877863168716431,0.3957313895225525,0.47653728723526,0.38317736983299255,0.5467446446418762,0.6522567868232727,0.5401868224143982,0.5861613750457764,0.7344018816947937
0.2243795245885849,0.3276011347770691,0.5476941466331482,0.4663441479206085,0.5845885276794434,0.18782921135425568,0.3674982786178589,0.4977031350135803,0.6535202264785767,0.7160840034484863,0.5944759845733643
0.4066242575645447,0.387887179851532,0.3413044512271881,0.49884146451950073,0.6476085186004639,0.562981903553009,0.6576558351516724,0.44520604610443115,0.6846742033958435,0.5995439887046814,0.6138148903846741
0.40417179465293884,0.49493104219436646,0.24838349223136902,0.43705007433891296,0.6387916207313538,0.29507434368133545,0.6102653741836548,0.4058052599430084,0.659348726272583,0.7568088173866272,0.6791395545005798
0.33733195066452026,0.35801297426223755,0.5881752371788025,0.29610368609428406,0.3752647340297699,0.4597410559654236,0.6862176656723022,0.5915559530258179,0.7732604146003723,0.48048263788223267,0.8182476758956909
0.43117454648017883,0.47247353196144104,0.6931498646736145,0.5137551426887512,0.46515771746635437,0.6079917550086975,0.5878883600234985,0.5507329106330872,0.6540802717208862,0.5368174910545349,0.5558716058731079
0.45004260540008545,0.5229577422142029,0.5595871806144714,0.3059768080711365,0.5562066435813904,0.6766945719718933,0.47498899698257446,0.35043036937713623,0.4196854829788208,0.6380971074104309,0.6960216760635376
0.4359675347805023,0.3360130786895752,0.4458303451538086,0.4985070824623108,0.5284298062324524,0.3345896005630493,0.6009224653244019,0.46834051609039307,0.6910476088523865,0.6812240481376648,0.7253252863883972
0.36920562386512756,0.3363600969314575,0.6601383090019226,0.5641244053840637,0.551274836063385,0.5079062581062317,0.444620281457901,0.338730126619339,0.49310269951820374,0.5518630146980286,0.5496168732643127
0.3318958282470703,0.25946804881095886,0.5117149353027344,0.3406156301498413,0.6553391218185425,0.42559173703193665,0.5600501298904419,0.3855029344558716,0.48258349299430847,0.6905001401901245,0.7829422354698181
0.5008229613304138,0.5269783735275269,0.5213383436203003,0.6212268471717834,0.7193410992622375,0.34175315499305725,0.4906911849975586,0.43178611993789673,0.662163257598877,0.4313981533050537,0.6840580105781555
