,0
238,1935.589111328125
239,1943.461669921875
240,1949.561279296875
241,1950.67919921875
242,1944.93359375
243,1936.574951171875
244,1929.543701171875
245,1933.96630859375
246,1926.693359375
247,1927.9071044921875
248,1929.745361328125
249,1930.0716552734375
250,1929.8221435546875
251,1928.2225341796875
252,1925.99169921875
253,1925.021484375
254,1925.81103515625
255,1924.51708984375
256,1923.9368896484375
257,1925.1231689453125
258,1925.46435546875
259,1924.7821044921875
260,1923.1787109375
261,1921.421630859375
262,1921.1181640625
263,1921.87890625
264,1920.2523193359375
265,1920.83251953125
266,1920.92919921875
267,1920.5758056640625
268,1919.6514892578125
269,1919.9183349609375
270,1918.02734375
271,1919.9710693359375
272,1921.9649658203125
273,1920.5362548828125
274,1921.250244140625
275,1920.86767578125
276,1921.216064453125
277,1918.291259765625
278,1917.5777587890625
279,1917.9095458984375
280,1916.500244140625
281,1920.390625
282,1917.0316162109375
283,1919.299560546875
284,1917.91455078125
285,1918.0516357421875
286,1918.00244140625
287,1915.953125
288,1913.7894287109375
289,1912.23193359375
290,1918.1026611328125
291,1912.1962890625
292,1914.2562255859375
293,1915.75
294,1919.0491943359375
295,1915.33837890625
296,1915.6624755859375
297,1917.9862060546875
298,1914.9197998046875
299,1919.4754638671875
300,1283.654052734375
301,1253.6229248046875
302,1235.0809326171875
303,1204.8121337890625
304,1214.546630859375
305,1232.4471435546875
306,1244.5361328125
307,1248.37255859375
308,1237.029296875
309,1212.3121337890625
310,1220.138916015625
311,1205.1243896484375
312,1226.096923828125
313,1240.1158447265625
314,1239.8065185546875
315,1225.892822265625
316,1203.3328857421875
317,1210.14111328125
318,1259.5325927734375
319,1221.5479736328125
320,1284.2493896484375
321,1331.599365234375
322,1334.1539306640625
323,1291.6856689453125
324,1239.1229248046875
325,1199.6976318359375
326,1262.046630859375
327,1200.35400390625
328,1225.2276611328125
329,1244.88671875
330,1244.8804931640625
331,1228.4346923828125
332,1213.9984130859375
333,1196.1368408203125
334,1199.542724609375
335,1239.3502197265625
336,1204.787841796875
337,1218.4071044921875
338,1229.2261962890625
339,1241.2249755859375
340,1223.4298095703125
341,1216.27490234375
342,1228.2481689453125
343,1200.21630859375
344,1231.757568359375
345,1208.6544189453125
346,1227.70361328125
347,1215.9549560546875
348,1217.4913330078125
349,1213.96484375
350,1228.137451171875
351,1209.903076171875
352,1199.427001953125
353,1232.3597412109375
354,1221.4051513671875
355,1222.66943359375
356,1224.1485595703125
357,1205.0382080078125
358,1217.114013671875
359,1203.1771240234375
360,1218.1910400390625
361,1194.60400390625
362,1193.4825439453125
363,1188.650146484375
364,1224.0010986328125
365,1201.57666015625
366,1245.6123046875
367,1276.2615966796875
368,1262.4296875
369,1233.6529541015625
370,1190.51220703125
371,1183.268798828125
372,1447.933349609375
373,1241.7515869140625
374,1465.895263671875
375,1641.25048828125
376,1693.963134765625
377,1588.2769775390625
378,1425.506103515625
379,1253.0648193359375
380,1191.97900390625
381,2158.59619140625
382,1253.1295166015625
383,1519.973388671875
384,1834.9962158203125
385,2036.7125244140625
386,2038.3995361328125
387,1900.6376953125
388,1655.16650390625
389,1438.7821044921875
390,1269.6661376953125
391,1227.33251953125
392,2253.46875
393,1256.0125732421875
394,1357.0418701171875
395,1499.3658447265625
396,1602.9346923828125
397,1663.3455810546875
398,1666.5377197265625
399,1556.5531005859375
400,1173.1497802734375
401,1022.7610473632812
402,812.8244018554688
403,643.2615966796875
404,741.3511962890625
405,669.10595703125
406,745.3902587890625
407,826.1842651367188
408,814.4768676757812
409,725.347412109375
410,683.872802734375
411,698.0188598632812
412,705.0388793945312
413,727.0289306640625
414,704.0235595703125
415,645.4095458984375
416,628.6869506835938
417,572.195556640625
418,598.508056640625
419,693.3171997070312
420,694.498046875
421,694.8715209960938
422,633.5498657226562
423,585.0514526367188
424,580.8428344726562
425,604.3211669921875
426,570.7047729492188
427,635.6658935546875
428,607.343017578125
429,633.6207275390625
430,632.5695190429688
431,624.0654296875
432,602.7132568359375
433,574.5498046875
434,665.8858032226562
435,577.82861328125
436,602.6461181640625
437,703.6696166992188
438,701.32080078125
439,727.212890625
440,688.3580932617188
441,644.2334594726562
442,593.1123657226562
443,669.9715576171875
444,534.4171142578125
445,597.5546875
446,599.5790405273438
447,617.9948120117188
448,626.0108032226562
449,606.2001953125
450,574.7116088867188
451,586.812255859375
452,547.3200073242188
453,580.2362670898438
454,582.9618530273438
455,600.3200073242188
456,593.777587890625
457,566.6017456054688
458,536.0676879882812
459,524.2843017578125
460,519.7059936523438
461,548.0335693359375
462,537.1411743164062
463,566.423095703125
464,582.70458984375
465,575.0418701171875
466,549.4161376953125
467,529.5241088867188
468,543.1788330078125
469,544.7395629882812
470,539.5828247070312
471,564.458740234375
472,576.2747192382812
473,569.7454833984375
474,548.4957275390625
475,526.2536010742188
476,534.047119140625
477,531.9423217773438
478,524.8056640625
479,548.6920166015625
480,548.1727905273438
481,546.9515991210938
482,535.7696533203125
483,519.076904296875
484,568.310791015625
485,541.3484497070312
486,549.5535278320312
487,573.433837890625
488,590.6867065429688
489,582.1334838867188
490,549.466796875
491,541.3329467773438
492,549.54833984375
493,567.2514038085938
494,534.744140625
495,551.0552368164062
496,586.9556274414062
497,579.6802368164062
498,564.450927734375
499,554.6203002929688
500,2669.97705078125
501,2139.2236328125
502,1576.4432373046875
503,1438.6934814453125
504,1641.9879150390625
505,1926.0565185546875
506,2024.399169921875
507,1878.568115234375
508,1690.91943359375
509,1428.943359375
510,1460.6583251953125
511,1638.703125
512,1748.93994140625
513,1770.193115234375
514,1680.4893798828125
515,1516.8292236328125
516,1419.048583984375
517,1396.825439453125
518,1552.6085205078125
519,1563.114501953125
520,1539.4073486328125
521,1561.6527099609375
522,1565.1790771484375
523,1545.3204345703125
524,1497.896240234375
525,1456.1630859375
526,1433.9012451171875
527,1483.5362548828125
528,1502.441650390625
529,1405.8447265625
530,1467.1856689453125
531,1521.4189453125
532,1526.2550048828125
533,1514.2593994140625
534,1422.52099609375
535,1409.8134765625
536,1512.391357421875
537,1410.380615234375
538,1604.302734375
539,1574.3287353515625
540,1623.9415283203125
541,1617.817138671875
542,1602.4190673828125
543,1489.76806640625
544,1457.653564453125
545,1781.34130859375
546,1405.6417236328125
547,1549.1431884765625
548,1856.76416015625
549,1762.951904296875
550,1780.796630859375
551,1748.028076171875
552,1631.358642578125
553,1533.92578125
554,1461.063720703125
555,1910.626708984375
556,1384.903076171875
557,1505.737548828125
558,1825.87646484375
559,1788.4283447265625
560,1821.12939453125
561,1767.4180908203125
562,1649.26318359375
563,1509.5718994140625
564,1397.6429443359375
565,1519.7552490234375
566,1477.6162109375
567,1376.25341796875
568,1503.4354248046875
569,1558.4576416015625
570,1588.7674560546875
571,1576.322509765625
572,1519.2808837890625
573,1438.1610107421875
574,1368.9017333984375
575,1456.3099365234375
576,1329.15625
577,1483.1259765625
578,1383.77783203125
579,1423.2735595703125
580,1460.34521484375
581,1472.7957763671875
582,1454.2652587890625
583,1418.172607421875
584,1379.8760986328125
585,1377.10205078125
586,1326.4576416015625
587,1317.9122314453125
588,1434.0191650390625
589,1322.5697021484375
590,1330.3319091796875
591,1361.4542236328125
592,1370.294921875
593,1380.6251220703125
594,1376.78076171875
595,1362.885986328125
596,1338.2103271484375
597,1318.0721435546875
598,1303.7420654296875
599,1359.9793701171875
600,4542.9873046875
601,3057.02880859375
602,1324.48828125
603,539.0377197265625
604,962.373779296875
605,1855.53955078125
606,2367.6435546875
607,2067.5361328125
608,1607.3076171875
609,872.9302978515625
610,499.9595947265625
611,669.9689331054688
612,1068.4639892578125
613,1357.593505859375
614,1398.831298828125
615,1177.8060302734375
616,859.4024047851562
617,612.806884765625
618,532.4163208007812
619,762.3016357421875
620,680.1064453125
621,765.9795532226562
622,787.4335327148438
623,715.810546875
624,599.256591796875
625,566.977783203125
626,528.9156494140625
627,575.0260620117188
628,578.8240356445312
629,600.8677368164062
630,550.9107055664062
631,480.6706237792969
632,458.8193664550781
633,472.2064208984375
634,488.87493896484375
635,519.5150146484375
636,482.0590515136719
637,463.30645751953125
638,427.1954040527344
639,410.5443420410156
640,462.78094482421875
641,421.8562927246094
642,437.1877136230469
643,444.9713134765625
644,445.1318664550781
645,436.2469177246094
646,439.73895263671875
647,422.9616394042969
648,411.0030212402344
649,410.53509521484375
650,411.91705322265625
651,432.7914733886719
652,406.9364318847656
653,405.81884765625
654,409.6671447753906
655,430.0198974609375
656,412.4567565917969
657,416.0588684082031
658,417.5074157714844
659,414.0252990722656
660,409.63885498046875
661,408.1722106933594
662,402.2645568847656
663,396.2534484863281
664,397.710205078125
665,399.00103759765625
666,398.40728759765625
667,398.6681823730469
668,402.0099792480469
669,397.86541748046875
670,396.2939453125
671,394.333251953125
672,397.1383972167969
673,392.9407958984375
674,392.9333190917969
675,394.8011169433594
676,395.8328857421875
677,395.669677734375
678,394.9092712402344
679,392.4377136230469
680,389.93914794921875
681,397.3836975097656
682,394.1327209472656
683,392.6714782714844
684,395.664794921875
685,397.0013427734375
686,396.7682189941406
687,394.840087890625
688,391.939697265625
689,391.2234802246094
690,388.7228088378906
691,389.3789978027344
692,391.8058776855469
693,390.4106140136719
694,390.958740234375
695,390.61572265625
696,390.5478515625
697,389.2996520996094
698,389.7325134277344
699,388.8911437988281
700,7670.072265625
701,5504.34765625
702,2710.6708984375
703,796.8605346679688
704,737.3411254882812
705,1795.6123046875
706,3092.46435546875
707,3433.1083984375
708,2877.324462890625
709,2045.3204345703125
710,1010.9566650390625
711,488.8138122558594
712,580.2355346679688
713,981.853515625
714,1412.73876953125
715,1630.1243896484375
716,1511.326416015625
717,1240.2928466796875
718,852.3143920898438
719,623.7274169921875
720,530.352294921875
721,598.0606079101562
722,746.9703979492188
723,771.9428100585938
724,824.5996704101562
725,671.0367431640625
726,553.0833740234375
727,457.30609130859375
728,463.1032409667969
729,451.8062438964844
730,504.38531494140625
731,545.470458984375
732,561.6856079101562
733,530.4127197265625
734,500.4588623046875
735,431.0908203125
736,401.7367248535156
737,400.9792785644531
738,423.71136474609375
739,438.16790771484375
740,437.8968811035156
741,438.1811828613281
742,408.9471435546875
743,381.396728515625
744,373.29962158203125
745,388.3721923828125
746,375.5856018066406
747,384.10040283203125
748,390.72650146484375
749,394.0448303222656
750,388.11859130859375
751,381.4643859863281
752,375.22967529296875
753,371.3319396972656
754,370.16473388671875
755,368.2696838378906
756,369.9411315917969
757,373.86419677734375
758,366.5690002441406
759,362.7658386230469
760,364.8231201171875
761,363.875732421875
762,363.0475769042969
763,364.44366455078125
764,364.28411865234375
765,364.9302978515625
766,363.8585510253906
767,363.15130615234375
768,361.40509033203125
769,359.8595886230469
770,359.89569091796875
771,359.47967529296875
772,360.60260009765625
773,360.2965087890625
774,359.3297424316406
775,359.3708190917969
776,358.79144287109375
777,358.43597412109375
778,357.9722595214844
779,358.5009765625
780,358.43353271484375
781,358.8260498046875
782,358.3129577636719
783,358.32867431640625
784,357.8740234375
785,357.5224609375
786,357.2648010253906
787,357.10150146484375
788,357.5467224121094
789,357.0987243652344
790,357.3663635253906
791,357.2402648925781
792,357.3592224121094
793,356.9924621582031
794,356.8685607910156
795,356.9050598144531
796,356.9083251953125
797,356.80792236328125
798,356.9351501464844
799,356.84130859375
