2,3,4,6,7
0.3,0.3,0.4,0.5,0.5
0.1239684671163559,0.5249931216239929,0.3510383665561676,0.15610641241073608,0.8438936471939087
0.10558488219976425,0.5594897270202637,0.3349253833293915,0.11602620035409927,0.8839738368988037
0.09660452604293823,0.5408905744552612,0.3625049293041229,0.08666379749774933,0.9133362770080566
0.08437103778123856,0.4923945665359497,0.42323440313339233,0.08638517558574677,0.913614809513092
0.07315897196531296,0.4365501403808594,0.49029088020324707,0.1213831752538681,0.8786168098449707
0.06849808990955353,0.36472010612487793,0.566781759262085,0.22316350042819977,0.7768364548683167
0.07332556694746017,0.30338990688323975,0.6232845187187195,0.38726580142974854,0.6127342581748962
0.08617227524518967,0.2722882628440857,0.641539454460144,0.5116667151451111,0.4883333444595337
0.11037357151508331,0.23582252860069275,0.6538039445877075,0.5942525863647461,0.4057474136352539
0.15827707946300507,0.30614277720451355,0.5355801582336426,0.5938166975975037,0.40618327260017395
