,0
0,38.2975959777832
1,57.40250015258789
2,123.03693389892578
3,216.65211486816406
4,333.8404235839844
5,42.16365432739258
6,89.15416717529297
7,75.86320495605469
8,274.47100830078125
9,30.685407638549805
10,240.87217712402344
11,16.144567489624023
12,18.40862274169922
13,27.7362003326416
14,34.53621292114258
15,37.9317626953125
16,28.84814453125
17,56.94720458984375
18,28.709165573120117
19,13.330451965332031
20,41.44157028198242
21,19.33391761779785
22,34.14857482910156
23,26.248830795288086
24,19.747400283813477
25,189.1348876953125
26,55.61048889160156
27,26.148162841796875
28,30.71860122680664
29,44.7907600402832
30,45.797550201416016
31,52.590694427490234
32,72.0103530883789
33,149.0845184326172
34,53.60745620727539
35,34.5098876953125
36,38.56734085083008
37,6.268344879150391
38,19.12815284729004
39,9.293990135192871
40,6.244648456573486
41,25.00445556640625
42,6.669950008392334
43,16.894044876098633
44,8.736462593078613
45,10.465019226074219
46,8.823028564453125
47,6.053972244262695
48,4.618189334869385
49,7.274294376373291
50,5.207574367523193
51,15.842108726501465
52,4.306920528411865
53,5.18679666519165
54,5.790678024291992
55,3.379979133605957
56,7.996240139007568
57,4.2366132736206055
58,5.137563228607178
59,2.072360038757324
60,4.840452671051025
61,1.7835828065872192
62,2.7761070728302
63,2.880204200744629
64,2.3999931812286377
65,1.1940903663635254
66,1.9878122806549072
67,2.8611490726470947
68,2.0147054195404053
69,2.0052993297576904
70,1.6354809999465942
71,2.0881383419036865
72,1.5021998882293701
73,1.2174826860427856
74,1.0249511003494263
75,1.2574512958526611
76,0.949898362159729
77,1.0381923913955688
78,0.7986851930618286
79,1.1345590353012085
80,0.820533812046051
81,0.7439718842506409
82,0.6603971123695374
83,1.1179949045181274
84,0.681323766708374
85,0.8952394723892212
86,0.5612576603889465
87,1.0834660530090332
88,0.8909685611724854
89,0.5723942518234253
90,0.6506808996200562
91,0.7472390532493591
92,0.5732229351997375
93,0.3197673261165619
94,0.4923704266548157
95,0.6915243864059448
96,0.49301135540008545
97,0.37006133794784546
98,0.4561527371406555
99,0.4846261739730835
100,0.5735077261924744
101,0.4159846603870392
102,0.4309500455856323
103,0.5606517195701599
104,0.4030793607234955
105,0.5823131203651428
106,0.3791118562221527
107,0.3223036825656891
108,0.39953485131263733
109,0.4390875995159149
110,0.4126226007938385
111,0.17418748140335083
112,0.26090362668037415
113,0.3485107123851776
114,0.2536093294620514
115,0.24191723763942719
116,0.21856948733329773
117,0.3116356134414673
118,0.19295050203800201
119,0.3631252646446228
120,0.18769104778766632
121,0.3666311800479889
122,0.19324113428592682
123,0.24395616352558136
124,0.2223099023103714
125,0.23597681522369385
126,0.23356546461582184
127,0.16831910610198975
128,0.20911002159118652
129,0.21003541350364685
130,0.1788261979818344
131,0.22124598920345306
132,0.15116149187088013
