,2,3,4,6,7
0,0.33,0.33,0.34,0.5,0.5
1,0.3943464457988739,0.3115675449371338,0.2940860092639923,0.43393802642822266,0.5660619735717773
2,0.48863106966018677,0.1528252214193344,0.35854372382164,0.4917427897453308,0.5082572102546692
3,0.4535549283027649,0.13215333223342896,0.41429176926612854,0.4754762053489685,0.5245237946510315
4,0.449030339717865,0.12041890621185303,0.43055078387260437,0.43492937088012695,0.5650705695152283
5,0.44134652614593506,0.09898918867111206,0.4596642851829529,0.27539610862731934,0.7246038913726807
6,0.45975640416145325,0.12940332293510437,0.41084024310112,0.3793921172618866,0.6206079125404358
7,0.4654475748538971,0.12497764825820923,0.4095747470855713,0.37061527371406555,0.6293846964836121
8,0.46979087591171265,0.12182339280843735,0.4083857238292694,0.36449337005615234,0.6355066299438477
9,0.4730425775051117,0.11955538392066956,0.40740203857421875,0.359962522983551,0.640037477016449
10,0.4754824638366699,0.1179242804646492,0.4065932333469391,0.35658302903175354,0.6434170007705688
11,0.477370947599411,0.11676561087369919,0.4058634340763092,0.35418304800987244,0.6458169221878052
12,0.4787499010562897,0.11593453586101532,0.4053155481815338,0.3524636924266815,0.6475363373756409
13,0.47975701093673706,0.1153368353843689,0.4049062132835388,0.35122886300086975,0.6487711071968079
14,0.4804920256137848,0.1149054616689682,0.4046024978160858,0.3503398895263672,0.6496601700782776
15,0.5221362709999084,0.08067870140075684,0.39718499779701233,0.23448079824447632,0.7655192017555237
16,0.4814210534095764,0.11436934769153595,0.40420961380004883,0.349234938621521,0.650765061378479
17,0.4817074239253998,0.11420612037181854,0.40408650040626526,0.3488999009132385,0.6511000990867615
18,0.4819170832633972,0.11408761143684387,0.4039953351020813,0.34865573048591614,0.6513442397117615
19,0.4820711016654968,0.11400178074836731,0.40392711758613586,0.3484785556793213,0.6515214443206787
20,0.4821840226650238,0.11393946409225464,0.40387648344039917,0.3483502268791199,0.6516498327255249
21,0.48226645588874817,0.11389397084712982,0.4038396179676056,0.3482571244239807,0.6517428755760193
22,0.4823269546031952,0.1138613373041153,0.4038117229938507,0.3481900095939636,0.6518099904060364
23,0.4823716878890991,0.11383725702762604,0.40379104018211365,0.34814131259918213,0.6518586874008179
24,0.48240411281585693,0.1138201504945755,0.40377578139305115,0.34810537099838257,0.6518946290016174
25,0.46674641966819763,0.08984658122062683,0.44340699911117554,0.23171201348304749,0.7682880163192749
26,0.48244521021842957,0.11379815638065338,0.40375664830207825,0.34806057810783386,0.6519394516944885
27,0.4824580252170563,0.11379152536392212,0.4037504196166992,0.3480467200279236,0.6519532799720764
28,0.48246750235557556,0.1137864887714386,0.4037460386753082,0.3480372130870819,0.6519628167152405
29,0.4824742078781128,0.11378295719623566,0.40374282002449036,0.3480300307273865,0.6519699692726135
30,0.48247864842414856,0.11378020793199539,0.40374115109443665,0.34802567958831787,0.6519742608070374
31,0.48248252272605896,0.11377842724323273,0.40373900532722473,0.3480229079723358,0.6519771218299866
32,0.4824855625629425,0.11377674341201782,0.4037376642227173,0.3480209708213806,0.6519790291786194
33,0.48248711228370667,0.11377580463886261,0.40373703837394714,0.34801942110061646,0.6519805788993835
34,0.48248887062072754,0.11377482861280441,0.40373626351356506,0.3480185568332672,0.6519814729690552
