,0,1,2,3,4,5,6,7,8,9,10
0,0.7409488558769226,0.656560480594635,0.5639184713363647,0.5497769117355347,0.5343199372291565,0.6622640490531921,0.20158402621746063,0.2710505425930023,0.43723851442337036,0.42845773696899414,0.19640924036502838
1,0.5867214202880859,0.71732097864151,0.6984031796455383,0.4309212565422058,0.4874686896800995,0.45718052983283997,0.17946743965148926,0.6356037259101868,0.5282283425331116,0.5978640913963318,0.3568466603755951
2,0.5877810716629028,0.7097386121749878,0.694587230682373,0.42894861102104187,0.4763641059398651,0.47904321551322937,0.17730925977230072,0.6430956125259399,0.5269143581390381,0.5994098782539368,0.36280518770217896
3,0.5877810716629028,0.7097386121749878,0.694587230682373,0.42894861102104187,0.4763641059398651,0.47904321551322937,0.17730925977230072,0.6430956125259399,0.5269143581390381,0.5994098782539368,0.36280518770217896
4,0.5826140642166138,0.7070136070251465,0.7033025026321411,0.42649567127227783,0.4658948481082916,0.4673512876033783,0.1802375614643097,0.6480053663253784,0.5194266438484192,0.5904686450958252,0.3561805784702301
5,0.5895888805389404,0.7106053829193115,0.6999186277389526,0.4174232482910156,0.4763651192188263,0.458362877368927,0.17466334998607635,0.6400989294052124,0.5250306725502014,0.6020523905754089,0.3590036630630493
6,0.5921602249145508,0.7115616798400879,0.7112623453140259,0.4173959791660309,0.4729894995689392,0.4601445496082306,0.17887894809246063,0.6126996278762817,0.5272324085235596,0.5943183302879333,0.34076550602912903
7,0.5914255976676941,0.707830548286438,0.7097537517547607,0.4140141010284424,0.4781835675239563,0.45525169372558594,0.18163301050662994,0.6396061778068542,0.5301985740661621,0.5980122089385986,0.3570493161678314
8,0.5903130173683167,0.7043854594230652,0.6963288187980652,0.42458996176719666,0.47915932536125183,0.4698404371738434,0.17915213108062744,0.6423714756965637,0.5212369561195374,0.6022324562072754,0.36830848455429077
9,0.59477299451828,0.7069644927978516,0.689728856086731,0.41965988278388977,0.48623648285865784,0.4486091434955597,0.17930737137794495,0.6492009162902832,0.5187743902206421,0.6155936121940613,0.37385013699531555
10,0.6582001447677612,0.6603655815124512,0.6341870427131653,0.4885212779045105,0.5207859873771667,0.5865193009376526,0.21102266013622284,0.2557471990585327,0.4648311138153076,0.45892271399497986,0.2051611989736557
11,0.5869611501693726,0.7038326859474182,0.6985505223274231,0.4235483407974243,0.4761219024658203,0.46527108550071716,0.17918987572193146,0.6495019197463989,0.5237538814544678,0.6002223491668701,0.3688586950302124
12,0.5877810716629028,0.7097386121749878,0.694587230682373,0.42894861102104187,0.4763641059398651,0.47904321551322937,0.17730925977230072,0.6430956125259399,0.5269143581390381,0.5994098782539368,0.36280518770217896
13,0.5869611501693726,0.7038326859474182,0.6985505223274231,0.4235483407974243,0.4761219024658203,0.46527108550071716,0.17918987572193146,0.6495019197463989,0.5237538814544678,0.6002223491668701,0.3688586950302124
14,0.5829607248306274,0.7199245691299438,0.7028072476387024,0.4333120286464691,0.47762152552604675,0.45969510078430176,0.18052077293395996,0.6351029276847839,0.5240569114685059,0.5880395770072937,0.3451043665409088
15,0.5877810716629028,0.7097386121749878,0.694587230682373,0.42894861102104187,0.4763641059398651,0.47904321551322937,0.17730925977230072,0.6430956125259399,0.5269143581390381,0.5994098782539368,0.36280518770217896
16,0.5869611501693726,0.7038326859474182,0.6985505223274231,0.4235483407974243,0.4761219024658203,0.46527108550071716,0.17918987572193146,0.6495019197463989,0.5237538814544678,0.6002223491668701,0.3688586950302124
17,0.5869611501693726,0.7038326859474182,0.6985505223274231,0.4235483407974243,0.4761219024658203,0.46527108550071716,0.17918987572193146,0.6495019197463989,0.5237538814544678,0.6002223491668701,0.3688586950302124
18,0.5917976498603821,0.7072781920433044,0.6957553625106812,0.4149392247200012,0.4844561517238617,0.458404004573822,0.17787711322307587,0.6586486101150513,0.5254323482513428,0.6078401803970337,0.37497657537460327
19,0.5976698398590088,0.7091888785362244,0.6998091340065002,0.41638925671577454,0.4767913520336151,0.46585774421691895,0.17992712557315826,0.6393230557441711,0.5219281911849976,0.5924940705299377,0.35185185074806213
20,0.7397505044937134,0.6498506665229797,0.5716171264648438,0.5430774688720703,0.5380905866622925,0.6529384255409241,0.18221013247966766,0.2651109993457794,0.432756632566452,0.5006703734397888,0.19245408475399017
